2021年10月20日17时46分46秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=8c5d9516961b45e6b2ec7814398c53b0&simulatorId=352746020104537&otherNick=%E7%88%B1%E7%94%9F%E6%B4%BB%EF%BC%8C&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时43分37秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时43分35秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时43分35秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010305022787858  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时43分35秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010305022787858  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时43分35秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时43分35秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=572&newNickName=%E5%B0%8F%E9%93%B8  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时43分35秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=3158&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":3158,"userId":"572"}}
2021年10月20日17时43分35秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"人数不够，当前人数：1","data":[]}
2021年10月20日17时43分35秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010139026475479  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时43分35秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010139026475479  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时43分34秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时43分34秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=170&newNickName=%E5%A4%A9%E6%B6%AF%E7%BE%8E520  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时43分34秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=3676&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":3676,"userId":"170"}}
2021年10月20日17时43分34秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时43分34秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=62e40724f1374d7cab5c9f24904b8df4&result=0&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时43分34秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时43分34秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=9692602bb2c0461bb984f502ab9e2be8&result=1&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时43分10秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"不能报名","data":[]}
2021年10月20日17时43分10秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=62e40724f1374d7cab5c9f24904b8df4&simulatorId=010305022787858&otherNick=%E5%A4%A9%E6%B6%AF%E7%BE%8E520&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月20日17时43分10秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"62e40724f1374d7cab5c9f24904b8df4"}
2021年10月20日17时43分9秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=9692602bb2c0461bb984f502ab9e2be8&simulatorId=010139026475479&otherNick=%E5%B0%8F%E9%93%B8%EF%BC%8C&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时43分9秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"9692602bb2c0461bb984f502ab9e2be8"}
2021年10月20日17时43分8秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010306028824190  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时43分7秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=d65c4ad6d94249dca40d013610543586&simulatorId=352746020104537&otherNick=dkslekdi&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月20日17时43分7秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=0a5f2fd6e0ae42c6bbeda36d92348643&simulatorId=867632024659387&otherNick=yuibnfy&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月20日17时43分7秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=352746020104537  return:{"code":0,"message":"获取局id成功","data":"d65c4ad6d94249dca40d013610543586"}
2021年10月20日17时43分7秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=867632024659387  return:{"code":0,"message":"获取局id成功","data":"0a5f2fd6e0ae42c6bbeda36d92348643"}
2021年10月20日17时43分1秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时42分59秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010306028824190  return:{"code":-1,"message":"加入失败","data":[]}
2021年10月20日17时42分59秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010306028824190  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时42分59秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=867632024659387  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时42分59秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010306028824190  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时42分59秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时42分59秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=479&newNickName=%E6%96%B0%E6%89%8B366482756  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时42分59秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时42分59秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2411&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":{"goldCoin":2411,"userId":"479"}}
2021年10月20日17时42分59秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=867632024659387  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时42分59秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：1","data":[]}
2021年10月20日17时42分59秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：0","data":[]}
2021年10月20日17时42分59秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010139026475479  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时42分59秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010139026475479  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时42分59秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时42分59秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=170&newNickName=%E5%A4%A9%E6%B6%AF%E7%BE%8E520  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时42分59秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=3510&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":3510,"userId":"170"}}
2021年10月20日17时42分59秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010306028824190  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时42分59秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=504dc7759d714b3797a2a547412f1064&result=0&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时42分59秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时42分59秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=7b5df5a3ed744bdc86c86b777021576b&result=1&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时42分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时42分49秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=867632024659387  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时42分49秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时42分49秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=352746020104537  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时42分49秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=352746020104537  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时42分49秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=352746020104537  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时42分49秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=576&newNickName=yuibnfy  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时42分49秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=4634&simulatorId=352746020104537  return:{"code":0,"message":"操作成功","data":{"goldCoin":4634,"userId":"576"}}
2021年10月20日17时42分48秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=352746020104537  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时42分48秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=e5faaa50db63410eb5c07cda03c5972c&result=1&simulatorId=352746020104537  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时42分38秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"人数不够，当前人数：1","data":[]}
2021年10月20日17时42分36秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=867632024659387  return:{"code":-1,"message":"人数不够，当前人数：1","data":[]}
2021年10月20日17时42分35秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010305022787858  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时42分35秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010305022787858  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时42分35秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时42分35秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=572&newNickName=%E5%B0%8F%E9%93%B8  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时42分35秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=3328&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":3328,"userId":"572"}}
2021年10月20日17时42分35秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时42分35秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=70f706d6cb89462ab9a70fae4442c035&result=0&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时42分21秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=867632024659387  return:{"code":-1,"message":"不能报名","data":[]}
2021年10月20日17时42分20秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=e5faaa50db63410eb5c07cda03c5972c&simulatorId=352746020104537&otherNick=%E5%B0%8F%E9%B1%BC%E5%84%BF%E6%B2%B9%E5%95%8A%E6%B8%B8&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时42分20秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=7b5df5a3ed744bdc86c86b777021576b&simulatorId=010139026475479&otherNick=%E6%96%B0%E6%89%8B366482756&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
