2021年10月22日0时59分32秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=82565d708ce24a539392f62ac2ac32ca&simulatorId=010139026475479&otherNick=%E6%9F%A0%E6%AA%AC%E9%80%89%E6%8B%A9%E8%8C%89%E8%8E%89&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时52分32秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"e5cf7cb0656c44d2b5e4c39d972b5a07"}
2021年10月22日0时52分31秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=6d719b4ae14544db8f742f7d2bcc9719&simulatorId=010139026475479&otherNick=mbqi341276&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月22日0时52分30秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"6d719b4ae14544db8f742f7d2bcc9719"}
2021年10月22日0时52分23秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时52分23秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时52分20秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时52分20秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时52分20秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时52分18秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时52分18秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时52分18秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=31771&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":31771,"userId":"256"}}
2021年10月22日0时52分17秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时52分17秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=c8f28cacdbd1474392696357ff6a5043&result=1&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时51分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时51分48秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时51分48秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
2021年10月22日0时51分48秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时51分48秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
2021年10月22日0时51分46秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时51分45秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=167&newNickName=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时51分45秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=19789&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":19789,"userId":"167"}}
2021年10月22日0时51分45秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时51分45秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=69a4a7c169de4726b55ab0d55035582b&result=0&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时50分51秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=c8f28cacdbd1474392696357ff6a5043&simulatorId=010305022787858&otherNick=JHJ55696&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月22日0时50分50秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"c8f28cacdbd1474392696357ff6a5043"}
2021年10月22日0时50分42秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时50分22秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时50分22秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时50分19秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时50分19秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时50分19秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=31561&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":31561,"userId":"256"}}
2021年10月22日0时50分19秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时50分19秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=469adee40b814241a38e2802288e57a4&result=0&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时49分59秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=69a4a7c169de4726b55ab0d55035582b&simulatorId=010139026475479&otherNick=%E5%A4%A9%E5%A4%A9%E8%A7%81%E5%85%89&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月22日0时49分59秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=469adee40b814241a38e2802288e57a4&simulatorId=010305022787858&otherNick=%E6%9F%A0%E6%AA%AC%E9%80%89%E6%8B%A9%E8%8C%89%E8%8E%89&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时49分59秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"69a4a7c169de4726b55ab0d55035582b"}
2021年10月22日0时49分59秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"469adee40b814241a38e2802288e57a4"}
2021年10月22日0时49分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时49分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时49分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时49分49秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时49分49秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=167&newNickName=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时49分49秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=19891&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":19891,"userId":"167"}}
2021年10月22日0时49分49秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时49分49秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时49分48秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=31761&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":31761,"userId":"256"}}
2021年10月22日0时49分48秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时49分48秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=a11dd8e58f014fe1913921209e5de03a&result=0&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时49分48秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时49分48秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=03d45797f9bd44bfb6dc4606f11380fc&result=1&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时49分6秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=a11dd8e58f014fe1913921209e5de03a&simulatorId=010139026475479&otherNick=mbqi341276&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月22日0时49分6秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=03d45797f9bd44bfb6dc4606f11380fc&simulatorId=010305022787858&otherNick=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月22日0时49分6秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"a11dd8e58f014fe1913921209e5de03a"}
2021年10月22日0时49分6秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"03d45797f9bd44bfb6dc4606f11380fc"}
2021年10月22日0时48分58秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时48分58秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时48分58秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时48分58秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时48分36秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时48分36秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时48分36秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
2021年10月22日0时48分36秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
2021年10月22日0时48分35秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时48分35秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时48分34秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时48分34秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时48分34秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
